district_name,latitude,longitude,elevation_m,agro_climatic_zone,coastal_status,predominant_soil_type,season,N,P,K,pH,Rainfall,Temperature,Humidity,Crop
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,95.26,51.67,71.68,5.74,1323.73,29.43,88.16,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,95.71,43.89,72.23,6.16,1472.38,25.75,87.24,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,72.02,45.02,83.62,6.56,1499.35,31.32,88.6,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,76.28,50.05,59.7,6.46,1801.69,28.49,79.86,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,102.92,46.76,60.36,6.73,1265.4,32.25,81.35,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,88.36,61.26,65.36,5.44,1548.31,25.32,73.68,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,79.6,59.1,80.37,6.03,1336.7,27.77,77.06,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,92.31,49.76,53.57,6.33,1754.06,25.11,83.5,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,106.1,43.75,61.25,6.61,1619.87,26.06,73.95,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,80.35,57.25,80.98,5.49,1521.35,28.08,84.46,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,97.52,41.32,79.3,5.84,1478.14,28.83,78.46,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,68.41,45.5,61.43,6.87,1458.84,29.34,88.02,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,87.86,52.59,72.66,6.52,1701.11,27.16,88.53,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,104.8,60.36,78.96,6.25,1298.95,26.98,76.12,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,105.75,53.97,73.0,5.57,1551.22,26.92,78.4,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,87.75,56.0,48.2,6.62,1208.81,29.94,81.31,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,91.89,45.54,66.62,6.23,1263.34,24.31,75.97,Rice
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,83.97,52.0,49.93,6.58,599.8,25.76,75.84,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,92.5,46.03,61.84,6.98,575.29,26.03,80.26,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,107.88,57.27,56.96,6.89,608.26,28.78,75.72,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,95.37,49.42,50.22,5.87,626.2,22.55,82.71,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,102.8,55.83,52.7,6.23,759.89,30.37,79.15,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,77.08,59.5,70.72,6.28,746.04,27.34,71.58,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,114.81,66.54,71.22,7.7,622.5,27.22,79.81,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,96.42,44.48,67.78,6.02,790.9,24.96,80.24,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,78.64,40.15,45.17,6.79,829.69,23.61,86.59,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,79.14,53.51,43.95,6.23,776.22,24.28,72.03,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,115.67,53.43,60.16,6.99,761.93,22.64,71.13,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,82.59,56.78,59.28,7.04,668.62,29.58,74.42,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,87.9,53.92,59.21,6.07,627.95,25.44,72.98,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,77.69,40.75,67.42,6.26,674.6,25.34,80.69,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,75.11,50.49,47.76,7.11,666.47,23.03,80.45,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,103.71,55.88,69.73,7.27,677.45,28.3,67.71,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,85.06,47.72,49.77,6.72,618.78,26.39,85.38,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,121.03,59.24,47.51,7.27,537.61,26.52,79.48,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,77.0,56.12,65.87,6.09,829.23,30.33,70.59,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,84.79,50.32,58.75,6.26,819.68,22.4,79.24,Maize
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,31.35,50.98,58.17,6.74,499.29,26.11,68.23,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,28.0,39.13,56.47,6.14,548.03,30.92,69.16,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,21.6,49.98,51.29,5.45,516.15,27.36,72.19,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,43.85,35.53,45.62,6.81,500.08,28.66,69.42,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,42.67,29.01,38.27,6.19,667.72,28.35,78.25,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,29.65,30.1,49.65,5.62,540.39,29.96,75.03,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,36.81,34.0,33.1,6.55,505.9,24.42,70.43,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,23.9,36.84,54.65,6.99,549.01,30.85,58.66,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,26.88,44.02,37.91,6.67,626.84,24.71,75.42,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,38.34,50.62,49.13,6.44,600.77,25.7,69.95,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,37.2,48.43,46.15,5.96,650.43,27.69,66.13,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,37.24,51.16,55.23,6.59,524.16,29.02,57.54,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,22.57,39.61,43.58,5.75,496.37,32.05,68.53,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,47.44,42.57,36.45,5.53,654.5,22.79,66.25,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,37.56,54.12,36.34,6.55,568.42,29.56,56.96,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,31.64,37.09,42.64,5.93,469.52,29.52,73.86,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,37.26,53.5,48.45,6.86,491.24,30.31,66.8,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,43.5,32.87,42.81,6.41,644.64,25.74,63.32,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,25.29,42.16,41.77,5.43,489.46,26.96,65.64,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,32.0,51.8,46.81,6.19,534.71,29.39,55.85,Groundnut
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,41.2,37.46,48.63,5.57,733.15,21.8,77.7,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,63.6,29.29,51.11,4.96,697.17,21.26,61.71,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,64.0,20.45,31.0,5.35,696.61,24.12,64.61,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,50.34,26.36,37.63,7.15,463.09,29.51,72.86,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,47.41,29.3,45.39,5.52,477.63,28.99,73.68,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,64.89,30.58,49.54,6.11,486.62,23.44,55.85,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,50.24,18.59,43.37,6.42,611.65,25.21,62.42,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,31.45,37.07,45.01,5.26,638.01,27.46,76.13,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,44.1,27.74,45.62,5.42,592.05,27.99,72.72,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,36.07,20.2,53.89,5.49,697.85,26.33,76.34,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,39.31,16.48,39.04,5.07,709.74,21.32,77.14,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,62.1,17.63,41.47,7.11,414.38,27.41,65.97,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,39.81,21.83,29.94,6.64,734.25,24.53,57.77,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,44.81,32.86,54.95,6.78,470.34,28.15,64.24,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,38.9,19.27,50.23,6.58,626.76,26.0,59.92,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,33.32,35.85,56.84,5.53,452.44,24.58,74.88,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,44.81,31.87,52.79,5.09,724.71,26.81,62.65,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,45.27,30.98,39.48,6.77,633.92,22.49,64.88,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,67.47,22.87,51.64,7.1,652.13,22.61,72.76,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,51.92,17.86,40.14,6.07,760.89,28.32,57.54,Ragi
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,34.18,36.98,29.43,6.21,474.94,27.31,74.46,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,21.73,46.94,24.72,6.57,507.27,30.77,62.63,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,36.38,45.36,38.63,6.08,520.88,29.56,57.55,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,30.98,48.37,43.56,7.39,475.74,26.33,66.54,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,26.7,39.5,42.71,7.24,516.3,28.04,74.97,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,29.93,47.64,24.3,7.2,450.16,29.38,59.75,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,36.07,39.53,26.9,6.45,491.26,29.58,62.74,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,23.57,40.28,39.31,6.21,545.43,28.59,76.27,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,28.45,41.02,20.91,6.53,599.65,28.37,62.5,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,40.06,50.14,32.16,6.33,483.22,25.84,75.09,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,37.33,35.22,41.0,7.23,478.14,29.39,65.26,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,36.83,38.83,43.86,6.05,645.54,30.42,63.04,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,20.56,36.12,23.39,6.66,607.1,26.16,74.29,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,24.62,51.29,39.31,6.39,574.78,27.21,60.35,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,25.29,43.69,44.1,6.77,530.05,24.41,70.17,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,33.31,38.57,31.36,6.59,487.19,25.18,57.02,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,41.23,32.55,24.9,7.06,417.3,31.06,56.61,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,33.7,30.59,22.96,5.84,536.34,30.94,71.11,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,31.54,47.15,28.58,7.19,606.25,24.7,70.84,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,34.09,32.15,38.36,6.36,414.94,29.56,65.56,Moong(Green Gram)
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,34.62,33.66,33.74,6.04,434.76,33.16,76.6,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,35.94,39.43,26.11,5.95,533.7,29.75,63.42,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,34.68,34.96,21.54,7.49,553.17,31.38,66.93,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,32.67,41.99,30.9,6.0,552.36,31.29,70.68,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,23.21,43.6,22.32,6.82,443.43,30.18,66.74,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,17.32,45.8,21.44,6.78,585.13,28.31,72.69,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,14.57,38.51,25.5,7.59,558.26,31.11,68.54,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,33.18,36.23,22.01,7.34,474.84,26.68,58.04,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,33.25,52.58,35.7,7.04,455.4,30.39,62.33,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,24.76,46.54,36.99,6.29,621.5,33.84,73.01,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,39.33,48.66,29.65,6.73,489.61,26.54,55.42,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,32.73,40.21,35.58,6.78,503.5,31.26,75.44,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,33.88,44.97,29.05,5.91,388.07,31.78,58.9,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,22.94,49.06,20.47,6.11,516.8,33.56,74.63,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,30.96,31.56,24.77,6.28,549.7,28.43,58.89,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,16.79,29.64,35.76,5.92,548.26,25.89,74.86,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,28.01,43.58,17.93,6.63,568.3,26.08,75.72,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,32.85,36.39,30.85,7.17,573.57,27.3,71.75,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,25.52,39.83,40.69,7.19,422.51,28.07,74.93,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,34.79,38.26,28.91,6.81,422.53,28.75,73.07,Urad
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,17.3,19.63,29.87,6.45,410.03,25.14,57.85,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,13.66,26.38,27.4,5.88,310.51,23.89,64.18,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,34.04,27.2,26.53,6.02,425.51,29.87,66.63,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,34.04,27.83,27.2,7.17,402.99,25.18,67.76,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,27.19,29.98,34.17,5.71,462.27,29.01,59.1,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,29.04,16.91,34.82,7.1,325.51,28.13,69.35,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,23.57,29.3,33.37,6.09,490.91,26.83,55.7,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,26.73,16.36,29.84,5.88,342.12,23.26,51.69,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,29.44,28.77,34.31,6.15,483.61,24.04,52.53,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,23.12,21.69,34.71,7.12,366.38,30.27,59.96,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,16.35,18.38,15.87,6.9,471.74,25.1,49.05,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,16.59,17.56,16.8,6.46,467.9,30.2,62.17,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,26.45,16.97,22.48,6.04,326.02,22.06,54.49,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,28.6,26.26,30.08,5.93,374.63,28.05,68.37,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,28.27,32.56,27.97,6.15,490.71,29.97,65.61,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,18.93,31.11,14.14,5.61,569.25,31.37,63.31,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,22.81,18.8,24.48,5.45,403.99,31.0,69.05,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,23.77,25.79,20.61,6.94,415.83,26.73,72.66,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,17.64,23.42,27.94,6.21,410.83,28.29,55.59,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif_Late,29.01,24.86,32.48,6.75,336.04,26.13,66.23,Horse Gram
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,31.57,35.8,25.57,7.55,591.84,32.75,51.69,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,27.09,18.4,40.03,6.58,418.93,33.81,70.35,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,29.19,39.63,43.49,7.64,561.72,31.52,59.35,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,28.11,40.13,28.67,5.94,339.79,27.3,56.39,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,28.89,23.28,31.61,7.61,523.73,24.94,66.21,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,25.64,36.46,27.75,6.48,499.22,31.42,58.36,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,34.03,31.93,38.43,6.57,531.81,30.89,59.06,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,27.24,33.37,34.9,6.42,342.91,29.99,55.82,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,38.31,26.08,23.07,6.36,356.37,25.45,67.98,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,30.16,26.42,27.38,6.78,414.05,26.92,65.34,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,29.01,36.37,40.79,7.1,510.54,29.29,68.86,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,24.21,19.66,23.47,6.31,378.02,32.91,68.06,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,20.45,33.97,24.12,7.09,387.65,30.06,57.15,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,34.26,24.02,28.11,6.5,401.63,27.77,57.17,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,36.84,27.95,36.5,6.29,482.31,27.42,69.63,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,37.65,37.74,28.09,6.75,511.61,31.87,58.66,Sesamum
Jagatsinghpur,20.27,86.16,15,East & South Eastern Coastal Plain,Coastal,Deltaic Alluvium,Kharif,43.72,34.04,37.05,6.85,400.73,31.43,64.34,Sesamum
