observation_id,district_id,district_name,crop_id,crop_name,season_id,season_name,agricultural_year,latitude,longitude,soil_ph,nitrogen,phosphorus,potassium,soil_moisture,rainfall_mm,temperature_mean_c,temperature_min_c,temperature_max_c,irrigation_status,soil_type,sowing_date,harvest_date,area_ha,yield_tonnes_per_ha,crop_actual,provenance_status,provenance_note,g_lat,g_lon,dist_deg,original_latitude,original_longitude,coordinate_status
OBS0000643,DST17,Kendrapara,CRP012,Urad,SEA02,Rabi,2022,20.5,86.42,6.79,66.47,43.07,55.46,41.87,1105.23,28.25,20.4,35.11,Rainfed,Sandy loam,2022-10-19,2023-01-07,3181.054,0.816,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4358300108996187,20.70659,84.99911,district_reference_coordinates_used_for_prototype
OBS0000644,DST17,Kendrapara,CRP012,Urad,SEA02,Rabi,2023,20.5,86.42,6.19,67.2,45.66,43.46,39.04,765.04,29.67,20.69,38.57,Irrigated,Lateritic,2023-10-08,2023-12-27,2617.986,0.719,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4447772332785438,20.69637,84.98863,district_reference_coordinates_used_for_prototype
OBS0000645,DST17,Kendrapara,CRP012,Urad,SEA02,Rabi,2024,20.5,86.42,6.42,57.1,30.82,31.92,42.09,980.25,21.29,15.57,28.31,Irrigated,Alluvial,2024-10-17,2025-01-05,3255.209,0.984,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4199387407208757,20.72343,85.01775,district_reference_coordinates_used_for_prototype
OBS0000646,DST17,Kendrapara,CRP002,Horse Gram,SEA99,Unknown,2022,20.5,86.42,7.17,79.37,47.17,46.91,31.12,1154.28,25.87,17.18,32.62,Rainfed,Loam,2022-06-05,2022-09-13,1528.635,0.709,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4301760521698053,20.70009,85.00389,district_reference_coordinates_used_for_prototype
OBS0000647,DST17,Kendrapara,CRP002,Horse Gram,SEA99,Unknown,2023,20.5,86.42,6.51,68.13,35.73,62.39,35.96,844.11,27.65,19.47,36.0,Irrigated,Alluvial,2023-06-04,2023-09-12,1069.9,0.886,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4403394565518233,20.69374,84.99275,district_reference_coordinates_used_for_prototype
OBS0000648,DST17,Kendrapara,CRP002,Horse Gram,SEA99,Unknown,2024,20.5,86.42,6.5,48.96,44.2,57.06,42.45,1502.63,27.44,19.25,33.96,Rainfed,Red,2024-06-14,2024-09-22,1350.683,0.812,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4347624360848008,20.69652,84.99876,district_reference_coordinates_used_for_prototype
OBS0000649,DST17,Kendrapara,CRP006,Potato,SEA02,Rabi,2022,20.5,86.42,6.19,68.11,30.05,64.95,25.61,1101.34,27.54,21.91,33.04,Irrigated,Alluvial,2022-10-23,2023-01-31,7212.814,12.799,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4474867613211584,20.70209,84.98669,district_reference_coordinates_used_for_prototype
OBS0000650,DST17,Kendrapara,CRP006,Potato,SEA02,Rabi,2023,20.5,86.42,6.89,70.48,39.7,61.47,23.7,1058.01,28.57,19.86,34.55,Irrigated,Red,2023-10-01,2024-01-09,7132.395,12.209,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4311411237889848,20.69561,85.00229,district_reference_coordinates_used_for_prototype
OBS0000651,DST17,Kendrapara,CRP006,Potato,SEA02,Rabi,2024,20.5,86.42,6.39,34.9,42.47,27.29,38.77,1466.0,23.47,18.01,30.76,Rainfed,Red,2024-10-23,2025-01-31,5662.723,11.655,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4396785749951277,20.69012,84.99293,district_reference_coordinates_used_for_prototype
OBS0000652,DST17,Kendrapara,CRP008,Rapeseed &Mustard,SEA02,Rabi,2022,20.5,86.42,6.47,49.41,19.51,54.57,27.51,1138.56,29.0,21.64,34.14,Rainfed,Loam,2022-10-10,2023-02-02,4499.647,1.091,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.451688884196608,20.70126,84.98233,district_reference_coordinates_used_for_prototype
OBS0000653,DST17,Kendrapara,CRP008,Rapeseed &Mustard,SEA02,Rabi,2023,20.5,86.42,6.03,68.29,42.08,36.01,42.07,1264.15,30.75,25.5,38.94,Rainfed,Loam,2023-10-20,2024-02-12,5034.76,0.815,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4304428373059883,20.72598,85.00752,district_reference_coordinates_used_for_prototype
OBS0000654,DST17,Kendrapara,CRP008,Rapeseed &Mustard,SEA02,Rabi,2024,20.5,86.42,6.83,47.88,15.54,45.89,33.44,1330.03,31.19,25.94,38.76,Rainfed,Red,2024-10-09,2025-02-01,5084.071,0.819,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4193709229443932,20.7108,85.01637,district_reference_coordinates_used_for_prototype
OBS0000655,DST17,Kendrapara,CRP011,Sugarcane,SEA03,Annual,2022,20.5,86.42,5.52,66.17,37.17,29.89,28.71,1111.66,25.4,19.33,32.56,Rainfed,Lateritic,2022-02-12,2022-12-09,13375.146,49.722,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4336946838500906,20.69472,84.99959,district_reference_coordinates_used_for_prototype
OBS0000656,DST17,Kendrapara,CRP011,Sugarcane,SEA03,Annual,2023,20.5,86.42,7.04,72.81,39.58,58.9,26.81,1208.85,25.15,19.49,33.26,Rainfed,Alluvial,2023-02-23,2023-12-20,11608.696,56.584,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4359372255081406,20.68166,84.9956,district_reference_coordinates_used_for_prototype
OBS0000657,DST17,Kendrapara,CRP011,Sugarcane,SEA03,Annual,2024,20.5,86.42,6.9,32.78,28.76,40.09,27.88,1323.94,28.77,22.19,35.54,Rainfed,Lateritic,2024-02-01,2024-11-27,10931.081,54.11,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4378947088712803,20.71207,84.99783,district_reference_coordinates_used_for_prototype
OBS0000658,DST17,Kendrapara,CRP003,Jute,SEA01,Kharif,2022,20.5,86.42,6.13,60.3,46.74,35.82,42.67,1549.44,27.22,20.62,36.1,Rainfed,Sandy loam,2022-06-18,2022-10-16,4698.234,2.664,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4303192116447296,20.70646,85.00466,district_reference_coordinates_used_for_prototype
OBS0000659,DST17,Kendrapara,CRP003,Jute,SEA01,Kharif,2023,20.5,86.42,7.2,41.59,32.18,34.93,26.49,1181.52,27.02,18.68,35.0,Rainfed,Sandy loam,2023-06-04,2023-10-02,6009.495,2.442,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4457013808529113,20.71905,84.99099,district_reference_coordinates_used_for_prototype
OBS0000660,DST17,Kendrapara,CRP003,Jute,SEA01,Kharif,2024,20.5,86.42,6.57,76.93,26.93,31.91,35.81,1417.96,27.98,22.05,35.48,Rainfed,Red,2024-06-18,2024-10-16,4423.566,2.727,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4451105257730292,20.71611,84.99114,district_reference_coordinates_used_for_prototype
OBS0000661,DST17,Kendrapara,CRP013,Wheat,SEA99,Unknown,2022,20.5,86.42,5.77,43.28,16.9,42.94,38.41,1004.44,29.45,22.06,37.74,Rainfed,Sandy loam,2022-06-21,2022-09-29,1437.941,3.609,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4388155691401234,20.71972,84.99806,district_reference_coordinates_used_for_prototype
OBS0000662,DST17,Kendrapara,CRP013,Wheat,SEA99,Unknown,2023,20.5,86.42,6.21,74.29,31.2,55.89,26.92,1331.69,24.92,18.26,33.1,Irrigated,Red,2023-06-09,2023-09-17,1501.964,3.573,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4495984903758703,20.71828,84.98693,district_reference_coordinates_used_for_prototype
OBS0000663,DST17,Kendrapara,CRP013,Wheat,SEA99,Unknown,2024,20.5,86.42,6.71,43.49,29.32,31.25,38.97,1181.3,26.52,18.62,34.02,Rainfed,Red,2024-06-13,2024-09-21,1964.093,3.62,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.5,86.42,1.4374246349983095,20.68142,84.99407,district_reference_coordinates_used_for_prototype
OBS0000664,DST18,Kendujhar,CRP001,Groundnut,SEA01,Kharif,2022,21.63,85.58,6.71,67.82,48.05,61.48,23.67,728.17,24.14,16.7,31.43,Rainfed,Sandy loam,2022-06-16,2022-10-04,4073.028,1.328,Groundnut,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4893861359907923,21.14499,85.5147,district_reference_coordinates_used_for_prototype
OBS0000665,DST18,Kendujhar,CRP001,Groundnut,SEA01,Kharif,2023,21.63,85.58,5.72,60.16,16.29,60.93,26.91,1546.79,29.04,23.97,34.49,Rainfed,Sandy loam,2023-06-10,2023-09-28,4198.515,1.847,Groundnut,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.48868673830993004,21.14601,85.51241,district_reference_coordinates_used_for_prototype
OBS0000666,DST18,Kendujhar,CRP001,Groundnut,SEA01,Kharif,2024,21.63,85.58,6.59,43.52,26.74,66.41,27.55,915.79,27.67,21.23,33.32,Rainfed,Lateritic,2024-06-09,2024-09-27,3564.604,1.82,Groundnut,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.48650496441454566,21.149,85.50702,district_reference_coordinates_used_for_prototype
OBS0000667,DST18,Kendujhar,CRP004,Maize,SEA01,Kharif,2022,21.63,85.58,6.53,66.14,29.33,23.63,29.27,1036.15,25.55,17.58,31.94,Irrigated,Alluvial,2022-06-03,2022-09-11,11771.162,4.569,Maize,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4972740355176394,21.13642,85.5195,district_reference_coordinates_used_for_prototype
OBS0000668,DST18,Kendujhar,CRP004,Maize,SEA01,Kharif,2023,21.63,85.58,5.59,36.02,37.93,69.1,39.76,986.19,25.85,16.88,30.9,Irrigated,Alluvial,2023-06-20,2023-09-28,9865.77,5.226,Maize,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.5030720939388269,21.13406,85.49559,district_reference_coordinates_used_for_prototype
OBS0000669,DST18,Kendujhar,CRP004,Maize,SEA01,Kharif,2024,21.63,85.58,6.81,59.29,27.87,60.8,39.24,782.96,28.16,21.82,36.13,Rainfed,Red,2024-06-08,2024-09-16,13909.594,5.299,Maize,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.48541180558367025,21.15219,85.49443,district_reference_coordinates_used_for_prototype
OBS0000670,DST18,Kendujhar,CRP005,Moong(Green Gram),SEA02,Rabi,2022,21.63,85.58,7.22,70.44,32.33,28.51,23.52,1037.88,24.73,19.43,31.74,Rainfed,Red,2022-10-17,2022-12-26,9433.944,0.876,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4995056433114643,21.13779,85.49494,district_reference_coordinates_used_for_prototype
OBS0000671,DST18,Kendujhar,CRP005,Moong(Green Gram),SEA02,Rabi,2023,21.63,85.58,6.46,65.73,23.21,59.24,20.48,734.49,24.58,19.07,32.86,Irrigated,Red,2023-10-02,2023-12-11,8379.818,0.803,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.5011331499711424,21.13452,85.50494,district_reference_coordinates_used_for_prototype
OBS0000672,DST18,Kendujhar,CRP005,Moong(Green Gram),SEA02,Rabi,2024,21.63,85.58,6.39,57.37,47.78,27.85,39.02,1088.14,27.91,21.29,35.64,Irrigated,Alluvial,2024-10-02,2024-12-11,9220.702,0.656,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4857796625014271,21.15073,85.50074,district_reference_coordinates_used_for_prototype
OBS0000673,DST18,Kendujhar,CRP007,Ragi,SEA01,Kharif,2022,21.63,85.58,5.95,32.37,24.61,37.66,34.49,1375.44,29.93,22.15,37.16,Rainfed,Alluvial,2022-06-07,2022-09-25,4785.702,0.97,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.5010441255019352,21.13714,85.48981,district_reference_coordinates_used_for_prototype
OBS0000674,DST18,Kendujhar,CRP007,Ragi,SEA01,Kharif,2023,21.63,85.58,5.75,33.01,40.17,67.63,24.26,1338.47,23.84,18.09,32.42,Irrigated,Alluvial,2023-06-14,2023-10-02,4597.905,0.965,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4952293009303862,21.14141,85.49918,district_reference_coordinates_used_for_prototype
OBS0000675,DST18,Kendujhar,CRP007,Ragi,SEA01,Kharif,2024,21.63,85.58,5.91,74.71,37.75,25.13,37.85,1102.77,29.07,20.89,34.92,Irrigated,Red,2024-06-06,2024-09-24,4289.969,1.253,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4959432049136248,21.14095,85.4976,district_reference_coordinates_used_for_prototype
OBS0000676,DST18,Kendujhar,CRP009,Rice,SEA01,Kharif,2022,21.63,85.58,7.02,53.76,26.88,41.76,20.98,1251.43,29.74,21.49,37.88,Irrigated,Lateritic,2022-06-12,2022-10-10,52151.653,2.624,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.49818944238110585,21.14007,85.48966,district_reference_coordinates_used_for_prototype
OBS0000677,DST18,Kendujhar,CRP009,Rice,SEA01,Kharif,2023,21.63,85.58,6.81,36.1,41.52,68.83,36.33,1149.69,27.77,19.23,35.99,Rainfed,Alluvial,2023-06-05,2023-10-03,55763.111,2.385,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4911516520383495,21.14483,85.50358,district_reference_coordinates_used_for_prototype
OBS0000678,DST18,Kendujhar,CRP009,Rice,SEA01,Kharif,2024,21.63,85.58,6.57,54.57,20.83,33.16,32.12,678.63,25.87,19.93,33.37,Irrigated,Lateritic,2024-06-05,2024-10-03,53917.021,3.046,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.50509439771195,21.13091,85.50235,district_reference_coordinates_used_for_prototype
OBS0000679,DST18,Kendujhar,CRP010,Sesamum,SEA01,Kharif,2022,21.63,85.58,6.88,42.99,39.43,23.2,42.16,992.74,29.92,24.63,35.52,Rainfed,Red,2022-06-04,2022-09-12,3706.489,0.485,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.46232229559042504,21.17497,85.49821,district_reference_coordinates_used_for_prototype
OBS0000680,DST18,Kendujhar,CRP010,Sesamum,SEA01,Kharif,2023,21.63,85.58,6.66,75.39,17.91,63.97,30.11,919.88,30.7,23.24,36.53,Rainfed,Loam,2023-06-15,2023-09-23,3988.503,0.451,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.5027534944682133,21.13411,85.49721,district_reference_coordinates_used_for_prototype
OBS0000681,DST18,Kendujhar,CRP010,Sesamum,SEA01,Kharif,2024,21.63,85.58,5.58,63.99,34.91,69.75,30.03,1277.52,29.7,21.29,38.16,Rainfed,Lateritic,2024-06-20,2024-09-28,3850.614,0.402,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.48430360002791506,21.15191,85.50267,district_reference_coordinates_used_for_prototype
OBS0000682,DST18,Kendujhar,CRP012,Urad,SEA02,Rabi,2022,21.63,85.58,6.22,55.12,20.57,50.49,31.07,1100.02,25.84,18.05,34.17,Rainfed,Red,2022-10-08,2022-12-27,3439.555,0.576,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.48619265985820703,21.14807,85.51576,district_reference_coordinates_used_for_prototype
OBS0000683,DST18,Kendujhar,CRP012,Urad,SEA02,Rabi,2023,21.63,85.58,5.97,33.96,44.54,37.87,30.44,1161.19,26.97,20.13,35.21,Rainfed,Sandy loam,2023-10-01,2023-12-20,3371.532,0.742,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.49309454387571383,21.14236,85.50686,district_reference_coordinates_used_for_prototype
OBS0000684,DST18,Kendujhar,CRP012,Urad,SEA02,Rabi,2024,21.63,85.58,5.78,32.8,37.09,34.99,31.67,1179.88,27.03,18.65,34.29,Rainfed,Red,2024-10-11,2024-12-30,2370.38,0.754,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4828513645005041,21.15369,85.50079,district_reference_coordinates_used_for_prototype
OBS0000685,DST18,Kendujhar,CRP002,Horse Gram,SEA99,Unknown,2022,21.63,85.58,6.76,61.22,44.29,24.14,31.31,1455.98,26.63,17.69,34.63,Irrigated,Alluvial,2022-06-14,2022-09-22,4272.248,0.539,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4958264273916835,21.14106,85.49765,district_reference_coordinates_used_for_prototype
OBS0000686,DST18,Kendujhar,CRP002,Horse Gram,SEA99,Unknown,2023,21.63,85.58,6.1,31.51,36.59,69.33,34.98,1069.93,24.51,16.32,30.61,Rainfed,Alluvial,2023-06-04,2023-09-12,3537.461,0.538,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.47873418898173403,21.15674,85.50781,district_reference_coordinates_used_for_prototype
OBS0000687,DST18,Kendujhar,CRP002,Horse Gram,SEA99,Unknown,2024,21.63,85.58,6.9,61.79,15.23,42.8,37.96,1069.33,30.42,22.61,38.52,Rainfed,Lateritic,2024-06-09,2024-09-17,4098.147,0.519,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.477863342180584,21.15943,85.49683,district_reference_coordinates_used_for_prototype
OBS0000688,DST18,Kendujhar,CRP006,Potato,SEA02,Rabi,2022,21.63,85.58,6.45,45.08,35.9,67.26,35.26,1479.86,26.7,20.11,34.58,Irrigated,Loam,2022-10-11,2023-01-19,853.979,20.81,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.489101439376332,21.14774,85.49848,district_reference_coordinates_used_for_prototype
OBS0000689,DST18,Kendujhar,CRP006,Potato,SEA02,Rabi,2023,21.63,85.58,6.26,45.01,25.79,23.2,35.11,1453.39,27.82,19.16,33.18,Rainfed,Loam,2023-10-13,2024-01-21,1304.808,21.715,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.5108650374609703,21.12791,85.48572,district_reference_coordinates_used_for_prototype
OBS0000690,DST18,Kendujhar,CRP006,Potato,SEA02,Rabi,2024,21.63,85.58,5.97,47.65,29.14,40.5,34.71,1092.89,30.05,23.34,35.56,Rainfed,Loam,2024-10-10,2025-01-18,940.777,17.765,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4822645160075545,21.15347,85.50585,district_reference_coordinates_used_for_prototype
OBS0000691,DST18,Kendujhar,CRP008,Rapeseed &Mustard,SEA02,Rabi,2022,21.63,85.58,6.51,45.88,19.29,58.81,18.07,1078.54,28.65,22.19,37.15,Irrigated,Lateritic,2022-10-19,2023-02-11,785.674,1.025,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4897560548885547,21.14747,85.49618,district_reference_coordinates_used_for_prototype
OBS0000692,DST18,Kendujhar,CRP008,Rapeseed &Mustard,SEA02,Rabi,2023,21.63,85.58,6.64,38.17,16.52,64.89,22.93,1038.7,26.23,20.18,31.42,Rainfed,Lateritic,2023-10-24,2024-02-16,931.406,1.209,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.47771036120226656,21.15974,85.49596,district_reference_coordinates_used_for_prototype
OBS0000693,DST18,Kendujhar,CRP008,Rapeseed &Mustard,SEA02,Rabi,2024,21.63,85.58,6.26,50.7,16.43,42.65,37.28,775.53,28.08,21.78,33.68,Rainfed,Red,2024-10-03,2025-01-26,1189.526,1.233,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.45894749035156124,21.1777,85.50217,district_reference_coordinates_used_for_prototype
OBS0000694,DST18,Kendujhar,CRP011,Sugarcane,SEA03,Annual,2022,21.63,85.58,7.19,47.39,18.88,34.05,37.39,965.17,28.68,22.82,35.35,Rainfed,Lateritic,2022-02-24,2022-12-21,8617.677,77.94,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4992747928746215,21.13678,85.50248,district_reference_coordinates_used_for_prototype
OBS0000695,DST18,Kendujhar,CRP011,Sugarcane,SEA03,Annual,2023,21.63,85.58,6.15,76.92,20.07,34.32,39.08,1206.23,27.58,19.52,34.46,Irrigated,Sandy loam,2023-02-15,2023-12-12,6088.767,76.806,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.502899610757455,21.13608,85.48539,district_reference_coordinates_used_for_prototype
OBS0000696,DST18,Kendujhar,CRP011,Sugarcane,SEA03,Annual,2024,21.63,85.58,6.73,42.65,24.4,22.25,28.99,1202.37,27.48,21.93,34.37,Rainfed,Loam,2024-02-22,2024-12-18,7216.471,71.112,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.47535309065998343,21.15962,85.51142,district_reference_coordinates_used_for_prototype
OBS0000697,DST18,Kendujhar,CRP003,Jute,SEA01,Kharif,2022,21.63,85.58,6.41,36.86,29.91,22.46,24.44,1360.5,27.05,19.99,35.74,Irrigated,Loam,2022-06-13,2022-10-11,1180.713,2.378,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4930657811083601,21.14498,85.49129,district_reference_coordinates_used_for_prototype
OBS0000698,DST18,Kendujhar,CRP003,Jute,SEA01,Kharif,2023,21.63,85.58,6.95,31.93,15.42,50.85,22.23,1480.14,29.26,22.63,36.1,Rainfed,Loam,2023-06-09,2023-10-07,867.746,2.387,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.491413006441627,21.1447,85.50273,district_reference_coordinates_used_for_prototype
OBS0000699,DST18,Kendujhar,CRP003,Jute,SEA01,Kharif,2024,21.63,85.58,6.25,62.05,15.4,29.25,23.58,1067.24,27.06,18.16,35.67,Irrigated,Red,2024-06-03,2024-10-01,1086.074,2.903,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.502316311700109,21.13751,85.48113,district_reference_coordinates_used_for_prototype
OBS0000700,DST18,Kendujhar,CRP013,Wheat,SEA99,Unknown,2022,21.63,85.58,7.28,78.25,19.72,53.7,24.62,822.8,26.16,20.45,34.38,Rainfed,Sandy loam,2022-06-01,2022-09-09,742.722,2.789,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4959411765522169,21.14091,85.49785,district_reference_coordinates_used_for_prototype
OBS0000701,DST18,Kendujhar,CRP013,Wheat,SEA99,Unknown,2023,21.63,85.58,6.75,44.86,45.66,44.37,32.96,1628.1,29.94,24.74,35.74,Rainfed,Red,2023-06-24,2023-10-02,698.382,3.051,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.4939396823499789,21.14157,85.50643,district_reference_coordinates_used_for_prototype
OBS0000702,DST18,Kendujhar,CRP013,Wheat,SEA99,Unknown,2024,21.63,85.58,6.2,56.3,31.7,36.87,20.9,1234.31,28.39,19.52,34.43,Rainfed,Red,2024-06-12,2024-09-20,879.911,2.466,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.63,85.58,0.48845554485541226,21.14993,85.48988,district_reference_coordinates_used_for_prototype
